"Disaster Number","Declaration Date","Disaster Name","Incident Begin Date","Incident End Date","Declaration Type","State Code","State Name","Incident Type","Closeout Date","Region"
5005,"08-14-2012","TAYLOR BRIDGE FIRE","08-13-2012","08-28-2012","Fire Management","WA","Washington","Fire","12-02-2014",10
5004,"08-13-2012","WYE FIRE","08-12-2012","08-18-2012","Fire Management","CA","California","Fire","12-17-2013",9
5003,"08-04-2012","DRUMRIGHT FIRE","08-04-2012","08-10-2012","Fire Management","OK","Oklahoma","Fire","01-29-2015",6
5002,"08-04-2012","GLENCOE FIRE","08-04-2012","08-10-2012","Fire Management","OK","Oklahoma","Fire","01-29-2015",6
5001,"08-03-2012","LUTHER FIRE","08-03-2012","08-10-2012","Fire Management","OK","Oklahoma","Fire","04-28-2015",6
5000,"08-03-2012","FREEDOM FIRE","08-03-2012","08-12-2012","Fire Management","OK","Oklahoma","Fire","03-25-2015",6
2999,"08-03-2012","NOBLE FIRE","08-03-2012","08-12-2012","Fire Management","OK","Oklahoma","Fire","09-30-2015",6
2998,"08-03-2012","GEARY FIRE","08-03-2012","08-07-2012","Fire Management","OK","Oklahoma","Fire","03-25-2015",6
4076,"08-02-2012","SEVERE STORMS AND FLOODING","06-19-2012","06-20-2012","Major Disaster","WI","Wisconsin","Severe Storm","03-13-2019",5
4075,"08-02-2012","SEVERE STORMS AND STRAIGHT-LINE WINDS","06-29-2012","07-08-2012","Major Disaster","MD","Maryland","Severe Storm","01-31-2019",3
4074,"08-02-2012","WILDFIRE","06-25-2012","07-10-2012","Major Disaster","MT","Montana","Fire","09-27-2017",8
4073,"07-31-2012","SEVERE STORMS","06-29-2012","07-01-2012","Major Disaster","DC","District of Columbia","Severe Storm","01-29-2020",3
2997,"07-30-2012","FAIR GROUNDS FIRE COMPLEX","07-30-2012","08-03-2012","Fire Management","OK","Oklahoma","Fire","09-23-2015",6
4072,"07-27-2012","SEVERE STORMS AND STRAIGHT-LINE WINDS","06-29-2012","07-01-2012","Major Disaster","VA","Virginia","Severe Storm","12-17-2019",3
4071,"07-23-2012","SEVERE STORMS AND STRAIGHT-LINE WINDS","06-29-2012","07-08-2012","Major Disaster","WV","West Virginia","Severe Storm","12-17-2019",3
2996,"07-20-2012","MYRTLE FIRE","07-19-2012","07-23-2012","Fire Management","SD","South Dakota","Fire","11-17-2015",8
4070,"07-19-2012","SEVERE STORMS AND STRAIGHT-LINE WINDS","06-30-2012","06-30-2012","Major Disaster","NJ","New Jersey","Severe Storm","10-11-2018",2
4069,"07-06-2012","SEVERE STORMS AND FLOODING","06-14-2012","06-21-2012","Major Disaster","MN","Minnesota","Severe Storm","07-12-2022",5
4068,"07-03-2012","TROPICAL STORM DEBBY","06-23-2012","07-26-2012","Major Disaster","FL","Florida","Severe Storm",NA,4
2995,"07-03-2012","OIL CREEK FIRE","07-01-2012","07-07-2012","Fire Management","WY","Wyoming","Fire","05-18-2016",8
2994,"07-02-2012","SHINGLE FIRE","07-02-2012","07-09-2012","Fire Management","UT","Utah","Fire","02-17-2016",8
2993,"07-02-2012","SQUIRREL CREEK FIRE","07-01-2012","07-07-2012","Fire Management","WY","Wyoming","Fire","05-18-2016",8
3346,"06-30-2012","SEVERE STORMS","06-29-2012","07-02-2012","Emergency","OH","Ohio","Severe Storm","12-05-2014",5
3345,"06-30-2012","SEVERE STORMS","06-29-2012","07-10-2012","Emergency","WV","West Virginia","Severe Storm","04-22-2015",3
2992,"06-29-2012","ARAPAHOE FIRE","06-29-2012","07-09-2012","Fire Management","WY","Wyoming","Fire","08-12-2015",8
2991,"06-29-2012","ROSE CREST FIRE","06-29-2012","06-30-2012","Fire Management","UT","Utah","Fire","02-17-2016",8
4067,"06-28-2012","HIGH PARK AND WALDO CANYON WILDFIRES","06-09-2012","07-11-2012","Major Disaster","CO","Colorado","Fire","10-03-2018",8
2990,"06-27-2012","CLAY SPRINGS FIRE","06-27-2012","07-07-2012","Fire Management","UT","Utah","Fire","02-17-2016",8
2989,"06-27-2012","ASH CREEK FIRE","06-25-2012","07-06-2012","Fire Management","MT","Montana","Fire","12-19-2016",8
2988,"06-26-2012","DAHL FIRE","06-26-2012","07-02-2012","Fire Management","MT","Montana","Fire","12-14-2016",8
2986,"06-24-2012","WOOD HOLLOW FIRE","06-24-2012","06-28-2012","Fire Management","UT","Utah","Fire","06-07-2016",8
2985,"06-24-2012","WEBER FIRE","06-23-2012","07-06-2012","Fire Management","CO","Colorado","Fire","09-29-2016",8
2984,"06-24-2012","WALDO CANYON FIRE","06-23-2012","07-08-2012","Fire Management","CO","Colorado","Fire","11-17-2016",8
4066,"06-22-2012","SEVERE STORM, TORNADO, AND FLOODING","05-29-2012","05-29-2012","Major Disaster","VT","Vermont","Severe Storm","05-29-2019",1
2983,"06-22-2012","DUMP FIRE","06-22-2012","06-24-2012","Fire Management","UT","Utah","Fire","12-16-2016",8
2982,"06-20-2012","ROMERO FIRE","06-20-2012","07-06-2012","Fire Management","NM","New Mexico","Fire","10-13-2015",6
2981,"06-18-2012","BLANCO (CR 4901) FIRE","06-18-2012","06-26-2012","Fire Management","NM","New Mexico","Fire","10-13-2015",6
4065,"06-15-2012","SEVERE STORM AND FLOODING","05-29-2012","05-31-2012","Major Disaster","NH","New Hampshire","Severe Storm","06-11-2018",1
4064,"06-14-2012","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING","04-28-2012","05-01-2012","Major Disaster","OK","Oklahoma","Severe Storm","06-13-2019",6
2980,"06-09-2012","HIGH PARK FIRE","06-09-2012","07-01-2012","Fire Management","CO","Colorado","Fire","06-28-2016",8
2979,"06-09-2012","LITTLE BEAR FIRE","06-04-2012","07-30-2012","Fire Management","NM","New Mexico","Fire","10-13-2015",6
2978,"05-26-2012","WHITEWATER-BALDY FIRE COMPLEX","05-23-2012","07-31-2012","Fire Management","NM","New Mexico","Fire","06-03-2015",6
4063,"05-24-2012","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING","04-14-2012","04-15-2012","Major Disaster","KS","Kansas","Severe Storm","09-13-2016",7
2977,"05-22-2012","TRE FIRE","05-22-2012",NA,"Fire Management","NV","Nevada","Fire","08-13-2014",9
2976,"04-30-2012","LIVERMORE RANCH FIRE COMPLEX","04-24-2012","05-11-2012","Fire Management","TX","Texas","Fire","08-14-2015",6
4062,"04-18-2012","SEVERE STORMS, FLOODING, AND LANDSLIDES","03-03-2012","03-11-2012","Major Disaster","HI","Hawaii","Severe Storm","09-30-2022",9
2975,"03-26-2012","LOWER NORTH FORK FIRE","03-26-2012","04-02-2012","Fire Management","CO","Colorado","Fire","12-21-2015",8
4061,"03-22-2012","SEVERE STORMS, FLOODING, MUDSLIDES, AND LANSLIDES","03-15-2012","03-31-2012","Major Disaster","WV","West Virginia","Severe Storm","01-31-2019",3
4060,"03-16-2012","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND","02-29-2012","03-02-2012","Major Disaster","TN","Tennessee","Severe Storm","07-09-2015",4
4059,"03-16-2012","SEVERE STORMS, TORNADOES, FLOODING, MUDSLIDES, AND LANDSLIDES","02-29-2012","03-05-2012","Major Disaster","WV","West Virginia","Severe Storm","05-16-2018",3
4058,"03-09-2012","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES","02-29-2012","03-03-2012","Major Disaster","IN","Indiana","Severe Storm","08-06-2019",5
4057,"03-06-2012","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING","02-29-2012","03-03-2012","Major Disaster","KY","Kentucky","Severe Storm","05-04-2023",4
4056,"03-05-2012","SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES","01-14-2012","01-23-2012","Major Disaster","WA","Washington","Severe Storm",NA,10
4055,"03-02-2012","SEVERE WINTER STORM, FLOODING, LANDSLIDES, AND MUDSLIDES","01-17-2012","01-21-2012","Major Disaster","OR","Oregon","Flood","10-28-2022",10
4054,"02-02-2012","SEVERE STORM","11-15-2011","11-17-2011","Major Disaster","AK","Alaska","Severe Storm","07-10-2017",10
4053,"02-01-2012","SEVERE STORM","11-30-2011","12-01-2011","Major Disaster","UT","Utah","Severe Storm","07-16-2018",8
4052,"02-01-2012","SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING","01-22-2012","01-23-2012","Major Disaster","AL","Alabama","Severe Storm","12-18-2017",4
2974,"01-19-2012","WASHOE FIRE","01-19-2012","01-21-2012","Fire Management","NV","Nevada","Fire","07-02-2013",9
4051,"01-06-2012","SEVERE STORM AND SNOWSTORM","10-29-2011","10-30-2011","Major Disaster","MA","Massachusetts","Severe Storm",NA,1
4050,"12-22-2011","SEVERE WINTER STORMS AND FLOODING","11-08-2011","11-13-2011","Major Disaster","AK","Alaska","Severe Storm","02-24-2022",10
4049,"12-05-2011","SEVERE STORM AND SNOWSTORM","10-29-2011","10-30-2011","Major Disaster","NH","New Hampshire","Severe Storm","06-11-2018",1
4048,"11-30-2011","SEVERE STORM","10-29-2011","10-30-2011","Major Disaster","NJ","New Jersey","Severe Storm","04-19-2023",2
4047,"11-23-2011","FLOODING","08-19-2011","08-24-2011","Major Disaster","NM","New Mexico","Flood",NA,6
2973,"11-18-2011","CAUGHLIN FIRE","11-18-2011","11-21-2011","Fire Management","NV","Nevada","Fire","01-09-2013",9
4045,"11-17-2011","THE REMNANTS OF TROPICAL STORM LEE","09-08-2011","09-09-2011","Major Disaster","VA","Virginia","Severe Storm","04-25-2019",3
4046,"11-17-2011","SEVERE STORM","10-29-2011","10-30-2011","Major Disaster","CT","Connecticut","Severe Storm","01-05-2023",1
4044,"11-08-2011","EARTHQUAKE","08-23-2011","08-28-2011","Major Disaster","DC","District of Columbia","Earthquake","04-04-2020",3
4043,"11-08-2011","SEVERE STORMS AND FLOODING","05-20-2011","05-20-2011","Major Disaster","VT","Vermont","Severe Storm","01-14-2020",1
4042,"11-04-2011","EARTHQUAKE","08-23-2011","10-25-2011","Major Disaster","VA","Virginia","Earthquake","08-25-2020",3
3344,"11-01-2011","SEVERE STORM","10-29-2011","10-30-2011","Emergency","NH","New Hampshire","Severe Storm","12-11-2012",1
3343,"11-01-2011","SEVERE STORM","10-29-2011","10-30-2011","Emergency","MA","Massachusetts","Severe Storm","11-06-2012",1
3342,"10-31-2011","SEVERE STORM","10-29-2011","10-30-2011","Emergency","CT","Connecticut","Severe Storm","05-22-2014",1
4041,"10-28-2011","TROPICAL STORM LEE","09-01-2011","09-05-2011","Major Disaster","LA","Louisiana","Coastal Storm","09-16-2020",6
4040,"10-18-2011","TROPICAL STORM MARIA","09-08-2011","09-14-2011","Major Disaster","PR","Puerto Rico","Hurricane","01-09-2018",2
4039,"10-14-2011","REMNANTS OF TROPICAL STORM LEE","09-28-2011","10-06-2011","Major Disaster","NJ","New Jersey","Severe Storm","04-30-2018",2
4038,"10-05-2011","REMNANTS OF TROPICAL STORM LEE","09-06-2011","09-09-2011","Major Disaster","MD","Maryland","Flood","09-24-2018",3
2972,"10-03-2011","INDIAN CREEK FIRE","10-03-2011","10-06-2011","Fire Management","NV","Nevada","Fire","07-02-2013",9
4037,"09-30-2011","HURRICANE IRENE","08-25-2011","08-31-2011","Major Disaster","DE","Delaware","Hurricane","09-27-2016",3
4036,"09-28-2011","HURRICANE IRENE","08-26-2011","09-01-2011","Major Disaster","DC","District of Columbia","Hurricane","10-24-2019",3
4035,"09-23-2011","FLOODING","06-01-2011","08-01-2011","Major Disaster","KS","Kansas","Flood","03-07-2017",7
4034,"09-16-2011","HURRICANE IRENE","08-24-2011","09-05-2011","Major Disaster","MD","Maryland","Hurricane","02-26-2018",3
4033,"09-15-2011","SEVERE STORMS AND FLOODING","08-13-2011","08-15-2011","Major Disaster","NJ","New Jersey","Severe Storm","10-11-2018",2
4032,"09-13-2011","TROPICAL STORM IRENE","08-27-2011","08-29-2011","Major Disaster","ME","Maine","Hurricane","09-28-2016",1
4030,"09-12-2011","TROPICAL STORM LEE","09-03-2011","10-15-2011","Major Disaster","PA","Pennsylvania","Flood","06-28-2019",3
2971,"09-11-2011","COMANCHE FIRE COMPLEX","09-10-2011","09-15-2011","Fire Management","CA","California","Fire","04-23-2013",9
2970,"09-11-2011","KEENE FIRE COMPLEX","09-10-2011",NA,"Fire Management","CA","California","Fire","04-23-2013",9
2969,"09-10-2011","HOLBROOK FIRE","09-10-2011","09-11-2011","Fire Management","NV","Nevada","Fire","01-09-2013",9
4029,"09-09-2011","WILDFIRES","08-30-2011","12-31-2011","Major Disaster","TX","Texas","Fire","12-22-2022",6
2968,"09-09-2011","PAT GROSS FIRE","09-09-2011",NA,"Fire Management","TX","Texas","Fire","12-16-2014",6
3341,"09-08-2011","REMNANTS OF TROPICAL STORM LEE","09-07-2011","09-11-2011","Emergency","NY","New York","Severe Storm","02-03-2015",2
3340,"09-08-2011","REMNANTS OF TROPICAL STORM LEE","09-03-2011","10-15-2011","Emergency","PA","Pennsylvania","Flood","06-23-2014",3
2967,"09-08-2011","BIG OAK FIRE","09-08-2011",NA,"Fire Management","TX","Texas","Fire","12-16-2014",6
2966,"09-08-2011","MONASTERY FIRE COMPLEX","09-08-2011",NA,"Fire Management","WA","Washington","Fire","09-30-2014",10
2965,"09-06-2011","BEAR CREEK FIRE","09-04-2011","10-24-2011","Fire Management","TX","Texas","Fire","08-14-2015",6
2964,"09-06-2011","RILEY ROAD FIRE","09-05-2011","10-02-2011","Fire Management","TX","Texas","Fire","07-14-2015",6
2963,"09-06-2011","MOONGLOW FIRE","09-05-2011",NA,"Fire Management","TX","Texas","Fire","12-16-2014",6
2962,"09-06-2011","TAMINA FIRE","09-05-2011","09-08-2011","Fire Management","TX","Texas","Fire","04-14-2015",6
2961,"09-05-2011","CANYON FIRE","09-04-2011","09-11-2011","Fire Management","CA","California","Fire","04-22-2013",9
2960,"09-05-2011","STEINER RANCH FIRE","09-04-2011","09-09-2011","Fire Management","TX","Texas","Fire","04-23-2015",6
2959,"09-05-2011","PEDERNALES BEND FIRE","09-04-2011","09-12-2011","Fire Management","TX","Texas","Fire","04-14-2015",6
2958,"09-04-2011","BASTROP COUNTY FIRE COMPLEX","09-04-2011","10-11-2011","Fire Management","TX","Texas","Fire","05-15-2017",6
2957,"09-04-2011","HODDE FIRE","09-04-2011",NA,"Fire Management","TX","Texas","Fire","01-08-2015",6
4028,"09-03-2011","TROPICAL STORM IRENE","08-27-2011","08-29-2011","Major Disaster","MA","Massachusetts","Hurricane",NA,1
4027,"09-03-2011","TROPICAL STORM IRENE","08-27-2011","08-29-2011","Major Disaster","RI","Rhode Island","Hurricane","02-06-2020",1
4025,"09-03-2011","HURRICANE IRENE","08-26-2011","08-30-2011","Major Disaster","PA","Pennsylvania","Hurricane","01-31-2019",3
4024,"09-03-2011","HURRICANE IRENE","08-26-2011","08-28-2011","Major Disaster","VA","Virginia","Hurricane","10-29-2019",3
2956,"09-03-2011","FERGUSON FIRE","09-03-2011","09-09-2011","Fire Management","OK","Oklahoma","Fire","09-23-2015",6
4026,"09-03-2011","TROPICAL STORM IRENE","08-26-2011","09-06-2011","Major Disaster","NH","New Hampshire","Hurricane",NA,1
2955,"09-02-2011","HILL FIRE","09-02-2011","09-05-2011","Fire Management","CA","California","Fire","04-22-2013",9
4023,"09-02-2011","TROPICAL STORM IRENE","08-27-2011","09-01-2011","Major Disaster","CT","Connecticut","Hurricane",NA,1
4022,"09-01-2011","TROPICAL STORM IRENE","08-27-2011","09-02-2011","Major Disaster","VT","Vermont","Hurricane",NA,1
2954,"08-31-2011","WESTMINSTER FIRE","08-31-2011",NA,"Fire Management","OK","Oklahoma","Fire","09-23-2015",6
2953,"08-31-2011","TWIN LAKES FIRE COMPLEX","08-31-2011","09-03-2011","Fire Management","OK","Oklahoma","Fire","09-23-2015",6
4020,"08-31-2011","HURRICANE IRENE","08-26-2011","09-05-2011","Major Disaster","NY","New York","Hurricane",NA,2
4019,"08-31-2011","HURRICANE IRENE","08-25-2011","09-01-2011","Major Disaster","NC","North Carolina","Hurricane","04-07-2021",4
2952,"08-30-2011","101 RANCH FIRE","08-30-2011","10-01-2011","Fire Management","TX","Texas","Fire","04-23-2015",6
2951,"08-30-2011","63RD AND SOONER ROAD FIRE","08-30-2011","09-04-2011","Fire Management","OK","Oklahoma","Fire","09-23-2015",6
4018,"08-30-2011","SEVERE STORMS AND FLOODING","07-27-2011","07-29-2011","Major Disaster","IA","Iowa","Severe Storm","02-20-2018",7
2950,"08-29-2011","CANYON CREEK FIRE","08-29-2011","09-01-2011","Fire Management","MT","Montana","Fire","06-23-2016",8
3339,"08-29-2011","HURRICANE IRENE","08-26-2011","09-14-2011","Emergency","PA","Pennsylvania","Hurricane","12-18-2013",3
3338,"08-29-2011","HURRICANE IRENE","08-26-2011","09-02-2011","Emergency","VT","Vermont","Hurricane","03-10-2014",1
3337,"08-28-2011","HURRICANE IRENE","08-26-2011","09-01-2011","Emergency","DC","District of Columbia","Hurricane","11-19-2013",3
3336,"08-28-2011","HURRICANE IRENE","08-26-2011","08-31-2011","Emergency","DE","Delaware","Hurricane","04-29-2014",3
4017,"08-27-2011","HURRICANE IRENE","08-21-2011","08-24-2011","Major Disaster","PR","Puerto Rico","Hurricane",NA,2
3335,"08-27-2011","HURRICANE IRENE","08-26-2011","09-05-2011","Emergency","MD","Maryland","Hurricane","08-27-2014",3
3334,"08-27-2011","HURRICANE IRENE","08-26-2011","08-29-2011","Emergency","RI","Rhode Island","Hurricane","10-28-2013",1
3333,"08-27-2011","HURRICANE IRENE","08-26-2011","09-06-2011","Emergency","NH","New Hampshire","Hurricane","12-11-2012",1
3332,"08-27-2011","HURRICANE IRENE","08-26-2011","09-05-2011","Emergency","NJ","New Jersey","Hurricane","02-11-2014",2
3331,"08-27-2011","HURRICANE IRENE","08-26-2011","09-01-2011","Emergency","CT","Connecticut","Hurricane","12-11-2012",1
3329,"08-26-2011","HURRICANE IRENE","08-26-2011","09-04-2011","Emergency","VA","Virginia","Hurricane","03-11-2014",3
3330,"08-26-2011","HURRICANE IRENE","08-26-2011","09-05-2011","Emergency","MA","Massachusetts","Hurricane","09-14-2017",1
3328,"08-26-2011","HURRICANE IRENE","08-25-2011","09-05-2011","Emergency","NY","New York","Hurricane","04-30-2014",2
3327,"08-25-2011","HURRICANE IRENE","08-25-2011","09-01-2011","Emergency","NC","North Carolina","Hurricane","05-22-2014",4
4016,"08-24-2011","SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING","07-09-2011","07-14-2011","Major Disaster","IA","Iowa","Severe Storm","07-14-2016",7
3326,"08-22-2011","HURRICANE IRENE","08-21-2011","08-24-2011","Emergency","PR","Puerto Rico","Hurricane","10-27-2015",2
4015,"08-18-2011","FLOODING","04-25-2011","07-07-2011","Major Disaster","LA","Louisiana","Flood","05-08-2020",6
2949,"08-15-2011","HORSESHOE FIRE","08-15-2011",NA,"Fire Management","TX","Texas","Fire","01-08-2015",6
4014,"08-12-2011","SEVERE STORMS, TORNADOES, STRAIGHT LINE WINDS, AND FLOODING","06-19-2011","06-21-2011","Major Disaster","NE","Nebraska","Severe Storm","06-22-2018",7
4013,"08-12-2011","FLOODING","05-24-2011","08-01-2011","Major Disaster","NE","Nebraska","Flood","06-03-2021",7
4012,"08-12-2011","FLOODING","06-01-2011","08-01-2011","Major Disaster","MO","Missouri","Flood","01-11-2017",7
2948,"08-08-2011","CEDAR LANE FIRE","08-08-2011","08-13-2011","Fire Management","OK","Oklahoma","Fire","01-29-2015",6
4011,"08-08-2011","FLOODING","04-18-2011","07-16-2011","Major Disaster","UT","Utah","Flood","10-03-2018",8
2947,"08-07-2011","CLEVELAND-MANNFORD FIRE COMPLEX","08-07-2011","08-13-2011","Fire Management","OK","Oklahoma","Fire","01-29-2015",6
2946,"08-05-2011","265TH WEST FIRE","08-05-2011","08-10-2011","Fire Management","OK","Oklahoma","Fire","01-29-2015",6
2945,"08-04-2011","COFFEE CREEK FIRE","08-04-2011","08-10-2011","Fire Management","OK","Oklahoma","Fire","01-29-2015",6
2944,"08-02-2011","TURLEY FIRE","08-02-2011","08-08-2011","Fire Management","OK","Oklahoma","Fire","03-25-2015",6
2942,"08-02-2011","ANDERSON ROAD FIRE","08-02-2011","08-08-2011","Fire Management","OK","Oklahoma","Fire","09-23-2015",6
2943,"08-02-2011","REGENCY FIRE","08-02-2011","08-08-2011","Fire Management","OK","Oklahoma","Fire","01-29-2015",6
2941,"08-01-2011","MUSTANG ROAD FIRE","08-01-2011","08-03-2011","Fire Management","OK","Oklahoma","Fire","01-29-2015",6
4010,"07-29-2011","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","05-19-2011","06-04-2011","Major Disaster","KS","Kansas","Severe Storm","02-15-2018",7
4009,"07-28-2011","SEVERE STORMS, FLOODING, AND TORNADOES","07-01-2011","07-11-2011","Major Disaster","MN","Minnesota","Severe Storm","01-18-2018",5
2940,"07-26-2011","FRANKHOMA 81-FIRE","07-26-2011","07-29-2011","Fire Management","OK","Oklahoma","Fire","01-29-2015",6
4008,"07-25-2011","SEVERE STORMS, TORNADOES, AND FLOODING","06-19-2011","06-23-2011","Major Disaster","KY","Kentucky","Severe Storm","06-27-2022",4
4007,"07-22-2011","SEVERE STORMS, FLOODING, AND LANDSLIDES","05-18-2011","07-08-2011","Major Disaster","WY","Wyoming","Severe Storm","06-21-2018",8
4006,"07-22-2011","SEVERE STORMS AND FLOODING","05-26-2011","05-30-2011","Major Disaster","NH","New Hampshire","Flood","01-14-2020",1
4005,"07-20-2011","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND","06-18-2011","06-24-2011","Major Disaster","TN","Tennessee","Severe Storm","02-22-2019",4
2939,"07-15-2011","FALLS CREEK FIRE","07-15-2011","07-20-2011","Fire Management","OK","Oklahoma","Fire","09-23-2015",6
2938,"07-15-2011","EDMOND FIRE","07-15-2011","07-18-2011","Fire Management","OK","Oklahoma","Fire","09-23-2015",6
